Publication Id,Publication Name,Publication/Child Child ID,Issue Text - Original ,Publication Author,Publication Type ID,Publication Type,Publication/Child Rel ID,Review Date,Review Outcome ID,Review Outcome,Review Pages,Review ID,Reject Reason Code,Reject Reason
14910,Pledges,0,n/a,Shane Allison,31,Book,34860,12/15/2015,2,Rejected All,,34923,12,safety and security reasons
14915,The Code Book,0,n/a,Simon Singh,31,Book,34869,12/15/2015,2,Rejected All,,34933,8,containing writings in code
14936,Best New Erotica,0,n/a,Many,31,Book,34909,12/15/2015,2,Rejected All,,34973,11,containing sexually explicit material
14954,Dismembered,0,n/a,Susan D. Mustafa,31,Book,34938,1/5/2016,2,Rejected All,,35003,10,encouraging or instructing on the commision of criminal activity
14955,Blood Bath,0,n/a,S.D. Mustafa &amp; T. Clayton,31,Book,34939,1/5/2016,2,Rejected All,,35004,10,encouraging or instructing on the commision of criminal activity
14957,Bitter Fruit,0,n/a,DeVan Faye Brittenum,31,Book,34949,1/5/2016,2,Rejected All,,35014,11,containing sexually explicit material
14970,Hypnosis,0,n/a,L. Jordan,31,Book,34974,1/5/2016,2,Rejected All,,35038,12,safety and security reasons
14974,Pulling Back the Shades,0,n/a,Gresh &amp; Slattery,31,Book,34979,1/5/2016,2,Rejected All,,35043,12,safety and security reasons
15001,Government Indicted,0,n/a,Marc Stevens,31,Book,35033,1/5/2016,2,Rejected All,,35100,10,encouraging or instructing on the commision of criminal activity
12626,Sahih Al-Bukhari,0,n/a,Dr. Muhammad Muhsin Khan,31,Book,30708,1/8/2016,2,Rejected All,,30696,10,encouraging or instructing on the commision of criminal activity
14983,Ibogaine Explained,0,n/a,Peter Frank,31,Book,34996,1/19/2016,2,Rejected All,,35060,12,safety and security reasons
14988,Tupac A Thug Life,0,n/a,Tupac,31,Book,35008,1/19/2016,2,Rejected All,,35072,9,describing or encouraging physical violence or group disruption
15003,Games: Transactional Analysis Trick-Knowledge and the Psychology of People Running Game,0,n/a,S. Quannah,31,Book,35035,1/19/2016,2,Rejected All,,35102,10,encouraging or instructing on the commision of criminal activity
15004,Explorations of God/Earth Mental Health,0,n/a,S. Quanaah,31,Book,35036,1/19/2016,2,Rejected All,,35103,10,encouraging or instructing on the commision of criminal activity
15005,"When Teachers Are Ready, Their Students Appear",0,n/a,S. Quannah,31,Book,35037,1/19/2016,2,Rejected All,,35104,10,encouraging or instructing on the commision of criminal activity
15017,The New Art of Massage,0,n/a,Guillermo Ferrara,31,Book,35054,2/2/2016,2,Rejected All,,35121,11,containing sexually explicit material
15021,Extraordinary Projects for Ordinary People,0,n/a,Noah Weinstein,31,Book,35058,2/2/2016,2,Rejected All,,35126,12,safety and security reasons
15027,Harlem on Lock,0,n/a,Karen Williams,31,Book,35079,2/2/2016,2,Rejected All,,35147,11,containing sexually explicit material
15030,Fifty Shades of Oral Pleasure,0,n/a,Marisa Bennett,31,Book,35081,2/2/2016,2,Rejected All,,35149,11,containing sexually explicit material
15032,Dragonar Academy 1,0,n/a,Shiki Mizuchi,31,Book,35083,2/2/2016,2,Rejected All,,35152,11,containing sexually explicit material
15039,Chasing the High,0,n/a,Kyle Keegan,31,Book,35096,2/2/2016,2,Rejected All,,35165,12,safety and security reasons
15048,Theirs to Cherish,0,n/a,Shayla Black,31,Book,35111,2/2/2016,2,Rejected All,,35180,11,containing sexually explicit material
15049,Belly of the Beast,0,n/a,Caleb Alexander,31,Book,35112,2/2/2016,2,Rejected All,,35181,9,describing or encouraging physical violence or group disruption
15054,Spy Secrets That Can Save Your Life,0,n/a,Jason Hanson,31,Book,35118,2/2/2016,2,Rejected All,,35187,6,describing or encouraging escape methods
15060,Pin-Up Girls,0,n/a,Isabella Alston,31,Book,35125,2/16/2016,2,Rejected All,,35195,11,containing sexually explicit material
15061,How to Draw Manga Style,0,n/a,Ilya-San El Drouble,31,Book,35126,2/16/2016,2,Rejected All,,35196,12,safety and security reasons
15028,Prison Ramen: Recipies and Stories From Behind Bars,0,n/a,Collins &amp; Alvarez,31,Book,35080,3/1/2016,2,Rejected All,,35148,10,encouraging or instructing on the commision of criminal activity
15071,The Never List,0,n/a,Koethi Zan,31,Book,35153,3/1/2016,2,Rejected All,,35224,11,containing sexually explicit material
15080,Classic Album Covers of the 1970&#39;s,0,n/a,Audrey Powell,31,Book,35167,3/1/2016,2,Rejected All,,35238,11,containing sexually explicit material
15089,Nasty Boys,0,n/a,Shane Allison,31,Book,35180,3/1/2016,2,Rejected All,,35253,11,containing sexually explicit material
15104,Flint Book 6,0,n/a,Treasure Hernandez,31,Book,35208,3/1/2016,2,Rejected All,,35280,11,containing sexually explicit material
14724,A Child of a Crack Head,0,n/a,Shameek Speight,31,Book,34478,3/1/2016,2,Rejected All,,35282,11,containing sexually explicit material
15106,Black Onyx,0,n/a,Nika Michelle,31,Book,35210,3/1/2016,2,Rejected All,,35283,11,containing sexually explicit material
15125,Daddy&#39;s Little Bitch,0,n/a,Semiah McGraw,31,Book,35245,3/1/2016,2,Rejected All,,35319,10,encouraging or instructing on the commision of criminal activity
15128,Behold A Pale Whore,0,n/a,Marcus Spears,31,Book,35252,3/1/2016,2,Rejected All,,35329,10,encouraging or instructing on the commision of criminal activity
15130,Teach Me A Lesson,0,n/a,Jasmine Haynes,31,Book,35254,3/1/2016,2,Rejected All,,35331,11,containing sexually explicit material
15131,Omega,0,n/a,Jasinda Wilder,31,Book,35255,3/1/2016,2,Rejected All,,35332,11,containing sexually explicit material
15132,Beta,0,n/a,Jasinda Wilder,31,Book,35256,3/1/2016,2,Rejected All,,35333,11,containing sexually explicit material
15138,In His Hands,0,n/a,Latasha Holcy,31,Book,35262,3/1/2016,2,Rejected All,,35339,11,containing sexually explicit material
15141,Manhunters,0,n/a,Colin Wilson,31,Book,35265,3/1/2016,2,Rejected All,,35342,10,encouraging or instructing on the commision of criminal activity
15145,Sheisty,0,n/a,T.N. Baker,31,Book,35270,3/1/2016,2,Rejected All,,35348,10,encouraging or instructing on the commision of criminal activity
15148,Brie Learns the Art of Submission,0,n/a,Red Phoenix,31,Book,35273,3/1/2016,2,Rejected All,,35351,11,containing sexually explicit material
15150,Beauty&#39;s Release,0,n/a,Anne Rice,31,Book,35275,3/1/2016,2,Rejected All,,35353,11,containing sexually explicit material
15156,Chili Pimping in Atlantic City,0,n/a,Michael Mick-man Gourdine,31,Book,35283,3/15/2016,2,Rejected All,,35361,10,encouraging or instructing on the commision of criminal activity
15158,Old School Boxing Fitness: How to Train Like a Champ,0,n/a,A. Dumas &amp; J. Dumas,31,Book,35285,3/15/2016,2,Rejected All,,35363,12,safety and security reasons
15172,All I Want Is That Hood Love,0,n/a,Mercedes G,31,Book,35304,3/15/2016,2,Rejected All,,35382,11,containing sexually explicit material
15174,Louder Than Hell: The Definitive Oral History of metal,0,n/a,J. Wiederhorn &amp; K. Turman,31,Book,35316,3/15/2016,2,Rejected All,,35394,10,encouraging or instructing on the commision of criminal activity
15175,The History of the Devil,0,n/a,Paul Carus,31,Book,35317,3/15/2016,2,Rejected All,,35395,12,safety and security reasons
15177,Practical Mental Magic,0,n/a,Theodore Ann Emann,31,Book,35319,3/15/2016,2,Rejected All,,35397,12,safety and security reasons
15198,Nocturnation,0,n/a,unknown,31,Book,35356,3/15/2016,2,Rejected All,,35435,10,encouraging or instructing on the commision of criminal activity
15202,Muay Thai Unleashed: Learn Technique &amp; Strategy from Thailand&#39;s Warrior Elite,0,n/a,Krauss &amp; Cordoza,31,Book,35361,3/15/2016,2,Rejected All,,35440,10,encouraging or instructing on the commision of criminal activity
15204,The Men&#39;s Fitness Excersice Bible,0,n/a,Sean Hyson,31,Book,35364,4/5/2016,2,Rejected All,,35454,9,describing or encouraging physical violence or group disruption
15213,Shooter&#39;s Bible Guide to Home Defense,0,n/a,Roger Eckstine,31,Book,35376,4/5/2016,2,Rejected All,,35456,12,safety and security reasons
15219,The Key of Solomon The King,0,n/a,S.L. MacGregor Mathers,31,Book,35384,4/5/2016,2,Rejected All,,35464,10,encouraging or instructing on the commision of criminal activity
15223,Fitness Boxing The Ultimate Workout,0,n/a,A. Dumas &amp; J. Dumas,31,Book,35396,4/5/2016,2,Rejected All,,35477,5,containing weapon construction procedures
15229,No Turning Back,0,n/a,Brenda Hampton,31,Book,35403,4/5/2016,2,Rejected All,,35484,11,containing sexually explicit material
15233,The Circle: Rain&#39;s Story,0,n/a,Treasure E. Blue,31,Book,35410,4/5/2016,2,Rejected All,,35491,12,safety and security reasons
15239,Borderline,0,n/a,Lawrence Block,31,Book,35419,4/5/2016,2,Rejected All,,35499,11,containing sexually explicit material
15242,Bud Plant&#39;s Incredible Catalog,0,n/a,Various,31,Book,35428,4/5/2016,2,Rejected All,,35509,11,containing sexually explicit material
15259,Amazing Freak Show,0,n/a,S. Maruo,31,Book,35469,4/19/2016,2,Rejected All,,35550,11,containing sexually explicit material
15290,Art Models 2: Life Nude Photos for the Visual Arts,0,n/a,Maureen and Douglas Johnson,31,Book,35522,5/3/2016,2,Rejected All,,35604,11,containing sexually explicit material
15291,Art Models 3: Life Nude Photos for the Visual Arts,0,n/a,Maureen and Douglas Johnson,31,Book,35523,5/3/2016,2,Rejected All,,35605,11,containing sexually explicit material
15292,Art Models 4: Life Nude Photos for the Visual Arts,0,n/a,Maureen and Douglas Johnson,31,Book,35524,5/3/2016,2,Rejected All,,35606,11,containing sexually explicit material
15293,Art Models 5: Life Nude Photos for the Visual Arts,0,n/a,Maureen and Douglas Johnson,31,Book,35525,5/3/2016,2,Rejected All,,35607,11,containing sexually explicit material
15294,Art Models 6: The Female Figure in Shadow and Light,0,n/a,Maureen and Douglas Johnson,31,Book,35526,5/3/2016,2,Rejected All,,35608,11,containing sexually explicit material
15301,Never Have the Same Sex Twice,0,n/a,"Tyler, Alison",31,Book,35533,5/3/2016,2,Rejected All,,35617,11,containing sexually explicit material
15308,Middle Men: Gay Exotic Threesomes,0,n/a,"Allison, Shane",31,Book,35540,5/3/2016,2,Rejected All,,35624,11,containing sexually explicit material
15310,The Definitive Frazetta Reference,0,n/a,James A. Bond,31,Book,35542,5/3/2016,2,Rejected All,,35625,11,containing sexually explicit material
15350,Death Dealer,0,n/a,Rudolph Hoss,31,Book,35584,5/17/2016,2,Rejected All,,35673,10,encouraging or instructing on the commision of criminal activity
15355,The Psychological Covert War on Hip Hop,0,n/a,Professor Grif,31,Book,35590,5/17/2016,2,Rejected All,,35679,10,encouraging or instructing on the commision of criminal activity
15360,Emergency,0,n/a,Neil Strauss,31,Book,35596,5/17/2016,2,Rejected All,,35687,12,safety and security reasons
1400,Under and Alone,0,n/a,William Queen,31,Book,35597,5/17/2016,2,Rejected All,,35688,10,encouraging or instructing on the commision of criminal activity
15365,Obsessed An Invitation Erotic Odyssey,0,n/a,Delilah Devlin,31,Book,35603,5/17/2016,2,Rejected All,,35694,11,containing sexually explicit material
15366,Original Game,0,n/a,Darryel Woodson,31,Book,35604,5/17/2016,2,Rejected All,,35695,10,encouraging or instructing on the commision of criminal activity
15368,Pleasure Exchange,0,n/a,Cathryn Fox,31,Book,35606,5/17/2016,2,Rejected All,,35697,11,containing sexually explicit material
15369,Pleasure Prolonged,0,n/a,Cathryn Fox,31,Book,35607,5/17/2016,2,Rejected All,,35698,11,containing sexually explicit material
15371,Swingers,0,n/a,Torcian Ferguson,31,Book,35609,5/17/2016,2,Rejected All,,35700,11,containing sexually explicit material
15374,Quiver,0,n/a,Tobsha Learner,31,Book,35612,5/17/2016,2,Rejected All,,35703,11,containing sexually explicit material
15381,Bruce Lee The Tao of Gung Fu: A Study In The Way of Chinese Martial Artt,0,n/a,Tuttle,31,Book,35619,5/17/2016,2,Rejected All,,35710,9,describing or encouraging physical violence or group disruption
15388,The Discipline 1,0,n/a,Peter Mulligan,31,Book,35625,6/7/2016,2,Rejected All,,35718,11,containing sexually explicit material
15390,Love Alters: Lesbin Love Stories,0,n/a,Emma Donoghue,31,Book,35627,6/7/2016,2,Rejected All,,35720,10,encouraging or instructing on the commision of criminal activity
15392,"I Don&#39;t Like You at All, Big Brother",0,n/a,Kouichi Kusano,31,Book,35629,6/7/2016,2,Rejected All,,35722,11,containing sexually explicit material
15402,Lying In Wait,0,n/a,A. Rule,31,Book,35639,6/7/2016,2,Rejected All,,35732,12,safety and security reasons
15431,Luscious,0,n/a,Alison Taylor,31,Book,35668,6/7/2016,2,Rejected All,,35761,11,containing sexually explicit material
15443,Burnt Tongues,0,n/a,Chuck Palahniuk,31,Book,35680,6/7/2016,2,Rejected All,,35773,11,containing sexually explicit material
15447,The Killer Book of True Crime,0,n/a,Tom Philbin,31,Book,35684,6/7/2016,2,Rejected All,,35777,11,containing sexually explicit material
15448,Serial Killers The Method and Madness of Monsters,0,n/a,Peter Vronsky,31,Book,35685,6/7/2016,2,Rejected All,,35778,9,describing or encouraging physical violence or group disruption
15470,Stories of Annal Eroticism,0,n/a,Alison Tyler,31,Book,35707,6/7/2016,2,Rejected All,,35801,11,containing sexually explicit material
15490,Spectrum 16,0,n/a,Fenner &amp; Fenner,31,Book,35727,6/21/2016,2,Rejected All,,35822,11,containing sexually explicit material
15491,Spectrum 15,0,n/a,Fenner &amp; Fenner,31,Book,35728,6/21/2016,2,Rejected All,,35823,11,containing sexually explicit material
15492,Spectrum 17,0,n/a,Fenner &amp; Fenner,31,Book,35729,6/21/2016,2,Rejected All,,35824,11,containing sexually explicit material
15493,Spectrum 20,0,n/a,Fenner &amp; Fenner,31,Book,35730,6/21/2016,2,Rejected All,,35825,11,containing sexually explicit material
15501,How To Fix Absolutely Anything: A Homeowner&#39;s Guide,0,n/a,Nicole Smith,31,Book,35738,6/21/2016,2,Rejected All,,35833,12,safety and security reasons
15535,Distilled,0,n/a,"J, Harrison B.N. Ridley",31,Book,35770,6/21/2016,2,Rejected All,,35865,7,describing procedures to brew alcohol or manufacture drugs
15540,Nobel Drew All The Exhuming of a Nation,0,n/a,"Thru, Sheik Elihu N Pleasant Bay",31,Book,35775,6/21/2016,2,Rejected All,,35870,10,encouraging or instructing on the commision of criminal activity
15580,Beauty&#39;s Kingdom,0,n/a,Anne Rice,31,Book,35820,7/19/2016,2,Rejected All,,35939,11,containing sexually explicit material
1629,Blow,0,n/a,Bruce Porter,31,Book,35821,7/19/2016,2,Rejected All,,35940,10,encouraging or instructing on the commision of criminal activity
15581,Fight Like a Physicist,0,n/a,Jason Thalken,31,Book,35822,7/19/2016,2,Rejected All,,35941,12,safety and security reasons
15582,Introduction to Policing,0,n/a,"G.L. Scaramella, S.M. Cox,W.P. McCarney",31,Book,35823,7/19/2016,2,Rejected All,,35942,12,safety and security reasons
15583,New York Burlesque,0,n/a,Roy Kamp,31,Book,35824,7/19/2016,2,Rejected All,,35944,11,containing sexually explicit material
15584,Spin:20 Years of Alternative Music,0,n/a,Will Hermes,31,Book,35825,7/19/2016,2,Rejected All,,35945,11,containing sexually explicit material
15585,Sport Illustrated Swimsuit 50 Years of Beautiful,0,n/a,Editors of Sports Illustrated,31,Book,35827,7/19/2016,2,Rejected All,,35946,11,containing sexually explicit material
15589,Stikck Up Kids II,0,n/a,Richard McCarthy,31,Book,35831,7/19/2016,2,Rejected All,,35950,12,safety and security reasons
15590,America Swings,0,n/a,Richard Prince,31,Book,35832,7/19/2016,2,Rejected All,,35951,11,containing sexually explicit material
15593,Fauxlosophy,0,n/a,Ron English,31,Book,35835,7/19/2016,2,Rejected All,,35954,11,containing sexually explicit material
15602,Guilty Pleasures,0,n/a,Keith Garvey,31,Book,35845,7/19/2016,2,Rejected All,,35964,11,containing sexually explicit material
15607,The Anal Sex Position Guide,0,n/a,Tristan Taurmino,31,Book,35850,7/19/2016,2,Rejected All,,35969,11,containing sexually explicit material
15626,Gantz #17,0,n/a,Hiroya Oku,31,Book,35869,7/19/2016,2,Rejected All,,35988,11,containing sexually explicit material
6079,Swimsuit Book,0,n/a,James Patterson,31,Book,35871,7/19/2016,2,Rejected All,,35990,11,containing sexually explicit material
15658,The Art of Sensual Massage,0,n/a,Gordon Inkeles,31,Book,35902,7/19/2016,2,Rejected All,,36021,11,containing sexually explicit material
15671,The Redemption Manual,0,n/a,Kapaa Hawaii,31,Book,35915,8/2/2016,2,Rejected All,,36037,50,containing material influenced by &quot;sovereign citizen&quot; ideology
15672,Copyright Your Name and Use it to Ward Off Authorities,0,n/a,Kapaa Hawaii,31,Book,35916,8/2/2016,2,Rejected All,,36038,10,encouraging or instructing on the commision of criminal activity
