Publication Id,Publication Name,Publication/Child Child ID,Issue Text - Original ,Publication Author,Publication Type ID,Publication Type,Publication/Child Rel ID,Review Date,Review Outcome ID,Review Outcome,Review Pages,Review ID,Reject Reason Code,Reject Reason
8764,The Killer Poet,0,n/a,Yoshe,31,Book,17298,11/6/2012,2,Rejected All,,18746,11,containing sexually explicit material
8773,Ultimate Survival Manual,0,n/a,Rich Johnson,31,Book,17308,11/6/2012,2,Rejected All,,18758,10,encouraging or instructing on the commision of criminal activity
8817,Gantz Vol 25,0,n/a,Hiroya Oku,31,Book,17380,11/20/2012,2,Rejected All,,18866,11,containing sexually explicit material
8818,"Bomb Built In Hell, A",0,n/a,Andrew Vachss,31,Book,17381,11/20/2012,2,Rejected All,,18870,10,encouraging or instructing on the commision of criminal activity
8819,"CIA Lockpicking Manual, The",0,n/a,CIA,31,Book,17382,11/20/2012,2,Rejected All,,18871,10,encouraging or instructing on the commision of criminal activity
8820,Do-It-Yourself Laptop Projects,0,n/a,Justin Jaffe &amp; Brian Nadel,31,Book,17383,11/20/2012,2,Rejected All,,18872,10,encouraging or instructing on the commision of criminal activity
8821,"Introduction to Forensic Science, An",0,n/a,Claude P. Majo,31,Book,17384,11/20/2012,2,Rejected All,,18873,10,encouraging or instructing on the commision of criminal activity
8848,Electronics All In One for Dummies,0,n/a,Doug Lowe,31,Book,17419,12/4/2012,2,Rejected All,,18928,10,encouraging or instructing on the commision of criminal activity
8851,No Angel,0,n/a,Jay Dobyns,31,Book,17422,12/4/2012,2,Rejected All,,18931,10,encouraging or instructing on the commision of criminal activity
8871,Asian Tribes,0,n/a,David Howard,31,Book,17437,12/18/2012,2,Rejected All,,19023,11,containing sexually explicit material
8873,My Life and Loves,0,n/a,Frank Harris,31,Book,17439,12/18/2012,2,Rejected All,,19025,11,containing sexually explicit material
8874,"Thief&#39;s Journal, The",0,n/a,Jean Genet,31,Book,17440,12/18/2012,2,Rejected All,,19026,11,containing sexually explicit material
8876,Life After Death,0,n/a,Damien Echols,31,Book,17442,12/18/2012,2,Rejected All,,19030,5,containing weapon construction procedures
8907,Spychips,0,n/a,Katherine Albrecht &amp; ...,31,Book,17472,12/18/2012,2,Rejected All,,19409,10,encouraging or instructing on the commision of criminal activity
8908,A Time To Kill,0,n/a,John Grisham,31,Book,17473,12/18/2012,2,Rejected All,,19413,11,containing sexually explicit material
8964,Kampfflieger,0,n/a,Nick Beale,31,Book,17525,1/15/2013,2,Rejected All,,19709,9,describing or encouraging physical violence or group disruption
8965,Military Uniforms Visual Encyclopedia,0,n/a,Amber Books,31,Book,17526,1/15/2013,2,Rejected All,,19710,9,describing or encouraging physical violence or group disruption
8968,How to Stage a Military Coup,0,n/a,David Hebditch,31,Book,17529,1/15/2013,2,Rejected All,,19715,10,encouraging or instructing on the commision of criminal activity
8970,Behind the Yellow Tape,0,n/a,Jarrett Hallcox,31,Book,17531,1/15/2013,2,Rejected All,,19718,10,encouraging or instructing on the commision of criminal activity
8969,Rockets &amp; Missiles,0,n/a,A. Bowdoin Van Riper,31,Book,17530,1/15/2013,2,Rejected All,,19719,5,containing weapon construction procedures
8971,Weight,0,n/a,Darrly Reed,31,Book,17532,1/15/2013,2,Rejected All,,19720,10,encouraging or instructing on the commision of criminal activity
8972,US Guided Missiles,0,n/a,Bill Yenne,31,Book,17533,1/15/2013,2,Rejected All,,19721,5,containing weapon construction procedures
8973,The Craft of Tattooing,0,n/a,Erick Alayon,31,Book,17534,1/15/2013,2,Rejected All,,19722,10,encouraging or instructing on the commision of criminal activity
8974,Practical Antenna Handbook,0,n/a,Joseph Carr,31,Book,17535,1/15/2013,2,Rejected All,,19723,10,encouraging or instructing on the commision of criminal activity
8975,Build Your Own Free to Air FTA Satellite TV System,0,n/a,Dennis C. Brewer,31,Book,17536,1/15/2013,2,Rejected All,,19724,10,encouraging or instructing on the commision of criminal activity
8976,Humourous Cryptograms,0,n/a,Helen Nash,31,Book,17537,1/15/2013,2,Rejected All,,19725,10,encouraging or instructing on the commision of criminal activity
8977,Field &amp; Stream Camping Guide,0,n/a,T. Edward Nickens,31,Book,17538,1/15/2013,2,Rejected All,,19726,10,encouraging or instructing on the commision of criminal activity
8978,In Vogue,0,n/a,Alberto Oliva,31,Book,17539,1/15/2013,2,Rejected All,,19728,10,encouraging or instructing on the commision of criminal activity
8979,Gangsta Twist 2,0,n/a,Clifford Spud Johnson,31,Book,17540,1/15/2013,2,Rejected All,,19731,10,encouraging or instructing on the commision of criminal activity
8986,The Full Body Project,0,n/a,Leonard Nimoy,31,Book,17556,1/15/2013,2,Rejected All,,19761,10,encouraging or instructing on the commision of criminal activity
8988,L.A. Noir,0,n/a,John Buntin,31,Book,17558,1/15/2013,2,Rejected All,,19765,11,containing sexually explicit material
8998,The Dimiter,0,n/a,William Peter Blatty,31,Book,17573,1/15/2013,2,Rejected All,,19781,10,encouraging or instructing on the commision of criminal activity
9044,Annie&#39;s Revenge,0,n/a,unknown,31,Book,17689,2/5/2013,2,Rejected All,,19911,11,containing sexually explicit material
9069,Psilocybin Production,0,n/a,Adam Gottlieb,31,Book,17712,2/5/2013,2,Rejected All,,19934,7,describing procedures to brew alcohol or manufacture drugs
9074,Shameless Art ,0,n/a,Underwood Books,31,Book,17715,2/5/2013,2,Rejected All,,19941,11,containing sexually explicit material
9078,Spirit of the Huaorani,0,n/a,Pete Oxford &amp; Renee Bish,31,Book,17718,2/5/2013,2,Rejected All,,19945,11,containing sexually explicit material
9084,The Last Living Slut,0,n/a,Roxana Shirazi,31,Book,17724,2/5/2013,2,Rejected All,,19951,11,containing sexually explicit material
9085,The Little Book of Acid,0,n/a,Cam Cloud,31,Book,17725,2/5/2013,2,Rejected All,,19952,7,describing procedures to brew alcohol or manufacture drugs
9094,Twisted Obsession,0,n/a,P. Dotson,31,Book,17734,2/5/2013,2,Rejected All,,19962,11,containing sexually explicit material
9095,Visions,0,n/a,Luis Royo,31,Book,17735,2/5/2013,2,Rejected All,,19963,11,containing sexually explicit material
9098,"Bad Apple, The Baddest Chick",0,n/a,Nisa Santiago,31,Book,17737,2/5/2013,2,Rejected All,,19971,11,containing sexually explicit material
9108,The Fermata,0,n/a,Nicholson Baker,31,Book,17753,2/5/2013,2,Rejected All,,19998,11,containing sexually explicit material
9106,"Godspells: Written Spells, Spoken Spells",0,n/a,William Alexander Oribello,31,Book,17751,2/5/2013,2,Rejected All,,20006,10,encouraging or instructing on the commision of criminal activity
9107,Mysterios&#39;s Encyclopedia of Magic and Conjuring,0,n/a,Gabe Fajuri,31,Book,17752,2/5/2013,2,Rejected All,,20007,11,containing sexually explicit material
9110,Art Models 7: Dynamic Figures for the Visual Arts,0,n/a,Maureen &amp; Douglas Johnson,31,Book,17755,2/5/2013,2,Rejected All,,20010,11,containing sexually explicit material
9114,Night Fire,0,n/a,Vonna Harper,31,Book,17757,2/5/2013,2,Rejected All,,20014,11,containing sexually explicit material
9126,Teach Yourself Electricity and Electronics 5th Ed,0,n/a,Stan Gibilisco,31,Book,17774,2/5/2013,2,Rejected All,,20035,10,encouraging or instructing on the commision of criminal activity
9131,The Big Book of Hacks,0,n/a,Doug Cantor,31,Book,17779,2/5/2013,2,Rejected All,,20040,10,encouraging or instructing on the commision of criminal activity
9102,I win You Lose,0,n/a,Rocky Rose and L. Marie,31,Book,17747,2/5/2013,2,Rejected All,,20049,10,encouraging or instructing on the commision of criminal activity
9146,Guide to the Runic Alphabet,0,n/a,"Dawkins, Stella",31,Book,17794,2/19/2013,2,Rejected All,,20118,9,describing or encouraging physical violence or group disruption
9174,The Art of Sexual Ecstasy,0,n/a,Margot Anand,31,Book,17908,2/19/2013,2,Rejected All,,20182,11,containing sexually explicit material
9189,Meteor 1 vs. V1 Flying Bomb 1944,0,n/a,Donald Nijboer,31,Book,17923,3/5/2013,2,Rejected All,,20198,10,encouraging or instructing on the commision of criminal activity
9195,Nobody&#39;s Women,0,n/a,Steve Miller,31,Book,17940,3/5/2013,2,Rejected All,,20228,10,encouraging or instructing on the commision of criminal activity
9198,"Real Aliens, Space Beings, and Creatures",0,n/a,Brad Steiger,31,Book,17942,3/5/2013,2,Rejected All,,20230,11,containing sexually explicit material
9203,Play Poker Like the Pros,0,n/a,"Phil Hellmuth, Jr.",31,Book,17947,3/5/2013,2,Rejected All,,20250,10,encouraging or instructing on the commision of criminal activity
9205,Castro&#39;s Secrets,0,n/a,Brian Latell,31,Book,17949,3/5/2013,2,Rejected All,,20252,10,encouraging or instructing on the commision of criminal activity
9206,Certain Days: The 2013 Freedom for Political Prisoners Calendar,0,n/a,,31,Book,17950,3/5/2013,2,Rejected All,,20253,9,describing or encouraging physical violence or group disruption
9214,Rock Her World,0,n/a,"A. Glasser, aka Seymore Butts",31,Book,17958,3/5/2013,2,Rejected All,,20274,11,containing sexually explicit material
9219,Heaven:  Sports Illustrated Swimsuit,0,n/a,Walter Looss,31,Book,17963,3/5/2013,2,Rejected All,,20279,11,containing sexually explicit material
9232,Inside the Mind of Casey Anthony,0,n/a,Keith Ablow,31,Book,17970,4/2/2013,2,Rejected All,,20294,11,containing sexually explicit material
9234,The Roman Army,0,n/a,Chris McNab,31,Book,17972,4/2/2013,2,Rejected All,,20308,12,safety and security reasons
9242,Whip Appeal,0,n/a,Meta Smith,31,Book,17980,4/2/2013,2,Rejected All,,20328,11,containing sexually explicit material
9303,Inside The Criminal Mind,0,n/a,Stanton E. Samenow,31,Book,18079,4/2/2013,2,Rejected All,,20645,11,containing sexually explicit material
9304,Inside The Criminal Mind (Revised and Updated Edition),0,n/a,Stanton E. Samenow,31,Book,18080,4/2/2013,2,Rejected All,,20646,11,containing sexually explicit material
9311,Nerve: The First Ten Years,0,n/a,Editors of Nerve.com,31,Book,18087,4/2/2013,2,Rejected All,,20653,11,containing sexually explicit material
9343,Virtual Pose 4,0,n/a,Mario Henri Chakkour,31,Book,18119,4/2/2013,2,Rejected All,CD inside back cover,20689,10,encouraging or instructing on the commision of criminal activity
9349,A.S.I.A. Journal Volume 1,0,n/a,S. Quanaah,31,Book,18125,4/2/2013,2,Rejected All,,20695,9,describing or encouraging physical violence or group disruption
9350,A.S.I.A. Journal Volume 2,0,n/a,S. Quanaah,31,Book,18126,4/2/2013,2,Rejected All,,20696,9,describing or encouraging physical violence or group disruption
9351,A.S.I.A. Journal Volume 3,0,n/a,S. Quanaah,31,Book,18127,4/2/2013,2,Rejected All,,20697,9,describing or encouraging physical violence or group disruption
9364,Cavewoman Oasis book 1,0,n/a,Basement B,31,Book,18142,4/2/2013,2,Rejected All,,20744,11,containing sexually explicit material
9365,Man Up! 367 Classic Skills,0,n/a,O&#39;Donnell,31,Book,18143,4/2/2013,2,Rejected All,,20745,10,encouraging or instructing on the commision of criminal activity
9371,The Story of O,0,n/a,Pauline Reage,31,Book,18147,4/2/2013,2,Rejected All,,20760,11,containing sexually explicit material
9375,Knockd Yerself Out,0,n/a,Joe Capobianco,31,Book,18151,4/2/2013,2,Rejected All,,20771,11,containing sexually explicit material
9377,Rough N&#39; Queeny,0,n/a,Xavier Gicquel,31,Book,18153,4/2/2013,2,Rejected All,,20777,11,containing sexually explicit material
9378,Forbidden Fantasies,0,n/a,Lynn LaFleur,31,Book,18154,4/2/2013,2,Rejected All,,20778,11,containing sexually explicit material
9379,Lesbian Cops Erotic Investigations,0,n/a,Sacchi Green,31,Book,18155,4/2/2013,2,Rejected All,,20779,11,containing sexually explicit material
8803,Nailed,0,n/a,Amie Stuart,31,Book,17367,4/2/2013,2,Rejected All,,20780,11,containing sexually explicit material
9380,Hard and Fast,0,n/a,Sean Wolfe,31,Book,18156,4/2/2013,2,Rejected All,,20781,11,containing sexually explicit material
9381,Men Women &amp; Children,0,n/a,Chad Kultgen,31,Book,18157,4/2/2013,2,Rejected All,,20782,11,containing sexually explicit material
9382,The V Book A Doctor&#39;s Guide to Complete Vulvovaginal Health,0,n/a,"Elizabeth G. Steward, M.D.",31,Book,18158,4/2/2013,2,Rejected All,,20788,12,safety and security reasons
9385,Ultimate Guide To Wilderness Living,0,n/a,John McPherson,31,Book,18161,4/2/2013,2,Rejected All,,20794,10,encouraging or instructing on the commision of criminal activity
9619,Clitology,0,n/a,Jordan LaRousse,31,Book,18411,4/2/2013,2,Rejected All,,21441,11,containing sexually explicit material
7144,Ultimate Guide to Cunnilingus ,0,n/a,Violet Blue ,31,Book,15146,4/2/2013,2,Rejected All,,21442,11,containing sexually explicit material
18806,Fetish Grab Bag,0,n/a,Joji Manabe,31,Book,41545,4/2/2013,2,Rejected All,,41899,42,containing pictorially explicit nudity
12875,Kiss Kiss Bang Bang,0,n/a,Ashley and JaQuavis,31,Book,41908,4/2/2013,2,Rejected All,,42271,46,containing written sexually explicit material involving the use of force or non-consent
19440,Natural Born Ryderz,0,n/a,Ty Robinson,31,Book,42621,4/2/2013,2,Rejected All,,42997,43,containing written sexually explicit / sado-masochistic behavior
9413,Dejah Thoris and the White Apes of Mars,0,n/a,,31,Book,18175,4/16/2013,2,Rejected All,,20867,11,containing sexually explicit material
9415,Complete A**hole&#39;s Guide to Handling Chicks,0,n/a,Indante and Marks,31,Book,18181,4/16/2013,2,Rejected All,,20881,11,containing sexually explicit material
4623,Dancing With the Devil ,0,n/a,Mark Currey,31,Book,11982,4/16/2013,2,Rejected All,,20886,10,encouraging or instructing on the commision of criminal activity
9432,The Complete Book of Five Rings,0,n/a,Miyamoto Musashi Edited by Kenji Tokitsu,31,Book,18196,4/16/2013,2,Rejected All,,20932,10,encouraging or instructing on the commision of criminal activity
9434,Scandalicious,0,n/a,Allison Hobbs,31,Book,18197,5/7/2013,2,Rejected All,,20943,11,containing sexually explicit material
9435,Karma III,0,n/a,Sabrina Eubanks,31,Book,18198,5/7/2013,2,Rejected All,,20944,11,containing sexually explicit material
9472,Body Art 4,0,n/a,Titan Books,31,Book,18254,5/7/2013,2,Rejected All,,21160,10,encouraging or instructing on the commision of criminal activity
9475,Calligraphy: A Course in Hand Lettering,0,n/a,Maryanne Grebenstein,31,Book,18257,5/7/2013,2,Rejected All,,21163,10,encouraging or instructing on the commision of criminal activity
9477,Color My Boobs,0,n/a,D.D. Stacks,31,Book,18259,5/7/2013,2,Rejected All,,21165,11,containing sexually explicit material
9480,Dark Karma,0,n/a,Joyce Veranda Gray,31,Book,18262,5/7/2013,2,Rejected All,,21168,11,containing sexually explicit material
9296,Fuck Poems,0,n/a,Vincent Cellucci,31,Book,18072,5/7/2013,2,Rejected All,,21177,11,containing sexually explicit material
9490,Gone,0,n/a,Mo Hayder,31,Book,18270,5/7/2013,2,Rejected All,,21178,11,containing sexually explicit material
9491,Helicopter Flying Handbook,0,n/a,FAA,31,Book,18271,5/7/2013,2,Rejected All,,21179,10,encouraging or instructing on the commision of criminal activity
9494,Hot Stuff,0,n/a,Mitch O&#191;Connell,31,Book,18274,5/7/2013,2,Rejected All,,21182,10,encouraging or instructing on the commision of criminal activity
9498,I Make My Own Rules,0,n/a,LL Cool J,31,Book,18278,5/7/2013,2,Rejected All,,21186,11,containing sexually explicit material
9511,Man Up! 367 Classic Skills for the Modern Guy,0,n/a,Paul O&#191;Donnell,31,Book,18291,5/7/2013,2,Rejected All,,21201,10,encouraging or instructing on the commision of criminal activity
9514,Monster: The Autobiography of an L.A. Gang Member,0,n/a,Sanyika Shakur,31,Book,18294,5/7/2013,2,Rejected All,,21206,9,describing or encouraging physical violence or group disruption
9515,Murder In Paradise,0,n/a,,31,Book,18295,5/7/2013,2,Rejected All,,21207,11,containing sexually explicit material
9516,Nympho,0,n/a,Andrea Blackstone,31,Book,18296,5/7/2013,2,Rejected All,,21208,11,containing sexually explicit material
9520,Postmortem,0,n/a,Dr. Steven A. Koehler,31,Book,18300,5/7/2013,2,Rejected All,,21212,10,encouraging or instructing on the commision of criminal activity
9526,Secret Identity: The Fetish Art of Superman&#191;s Co-creator Joe Shuster,0,n/a,Craig Yoe,31,Book,18306,5/7/2013,2,Rejected All,,21219,11,containing sexually explicit material
9530,Sick City,0,n/a,Tony O&#191;Neill,31,Book,18310,5/7/2013,2,Rejected All,,21223,11,containing sexually explicit material
9562,To Be A U.S. Secret Service Agent,0,n/a,Henry M. Holden,31,Book,18342,5/7/2013,2,Rejected All,,21260,10,encouraging or instructing on the commision of criminal activity
9565,Virtual Pose 4 &#191; Mario Henri Chakkur,0,n/a,Nudity &amp; CD inside back cover,31,Book,18345,5/7/2013,2,Rejected All,,21263,11,containing sexually explicit material
9570,The Little Black Book of Kama Sutra,0,n/a,,31,Book,18350,5/7/2013,2,Rejected All,,21268,11,containing sexually explicit material
9599,Claim Me,0,n/a,J. Kenner,31,Book,18391,5/21/2013,2,Rejected All,,21417,11,containing sexually explicit material
9610,The Secret Tunnel,0,n/a,James Lear,31,Book,18402,5/21/2013,2,Rejected All,,21428,11,containing sexually explicit material
9622,Deadly Reings,0,n/a,Terry Woods,31,Book,18414,5/21/2013,2,Rejected All,,21445,10,encouraging or instructing on the commision of criminal activity
9627,Mechanisms and Mechanical Devices,0,n/a,Neil Sclater,31,Book,18420,5/21/2013,2,Rejected All,,21469,6,describing or encouraging escape methods
8805,Outdoor Survival Guide,0,n/a,T. Edward Nickens,31,Book,17369,5/21/2013,2,Rejected All,,21483,10,encouraging or instructing on the commision of criminal activity
9636,Heat Wave,0,n/a,Alison Tyler,31,Book,18429,5/21/2013,2,Rejected All,,21485,11,containing sexually explicit material
1639,Get AnyoneTo Do Anything And Never Feel Powerless Again,0,n/a,David Lieberman,31,Book,6859,6/4/2013,2,Rejected All,,21515,10,encouraging or instructing on the commision of criminal activity
9644,Royal Parchment Scroll of Black Supremacy,0,n/a,Pettersburgh,31,Book,18444,6/4/2013,2,Rejected All,,21546,9,describing or encouraging physical violence or group disruption
9646,Hard Candy,0,n/a,Vachss,31,Book,18446,6/4/2013,2,Rejected All,,21548,11,containing sexually explicit material
9647,Paranoia &amp; Heartbreak: Fifteen Years in a Juvenile Facility,0,n/a,Gold,31,Book,18447,6/4/2013,2,Rejected All,,21549,11,containing sexually explicit material
9651,"Soldaten - On Fighting, Killing and Dying",0,n/a,Sonke Neitzel,31,Book,18451,6/18/2013,2,Rejected All,,21560,11,containing sexually explicit material
9652,Return to the Chateau,0,n/a,Pauline Reage,31,Book,18452,6/18/2013,2,Rejected All,,21561,11,containing sexually explicit material
5216,Original Gangster,0,n/a,St Matin&#39;s Press,31,Book,12890,6/18/2013,2,Rejected All,,21564,10,encouraging or instructing on the commision of criminal activity
9658,Russia: 1941-1942,0,n/a,Will Fowler,31,Book,18458,6/18/2013,2,Rejected All,,21568,10,encouraging or instructing on the commision of criminal activity
9692,How To Find Out Anything,0,n/a,Don MacLeod,31,Book,18513,7/2/2013,2,Rejected All,,21801,10,encouraging or instructing on the commision of criminal activity
9706,History of Suicide,0,n/a,Jill Bialosky,31,Book,18523,7/2/2013,2,Rejected All,,21856,10,encouraging or instructing on the commision of criminal activity
9714,The Mile High Club,0,n/a,Rachel Kramer,31,Book,18533,7/2/2013,2,Rejected All,,21940,11,containing sexually explicit material
9717,Practical Approach to Electrical Work,0,n/a,Ray E. Staszko,31,Book,18536,7/2/2013,2,Rejected All,,21944,10,encouraging or instructing on the commision of criminal activity
9718,Module 1 Electrician Student Assignment Booklet,0,n/a,Stratford Career Institute,31,Book,18537,7/2/2013,2,Rejected All,,21945,10,encouraging or instructing on the commision of criminal activity
9719,Gentle Birth Choices,0,n/a,"Barbara Harper, R.N.",31,Book,18538,7/2/2013,2,Rejected All,,21946,11,containing sexually explicit material
9722,Shooting &amp; Selling Your Photos,0,n/a,Jim Zuckerman,31,Book,18541,7/2/2013,2,Rejected All,,21953,11,containing sexually explicit material
9725,A Life for a Life,0,n/a,Mike Jefferies,31,Book,18544,7/2/2013,2,Rejected All,,21971,11,containing sexually explicit material
9726,A Life for a Life II,0,n/a,Mike Jefferies,31,Book,18545,7/2/2013,2,Rejected All,,21972,11,containing sexually explicit material
9728,Tag Man,0,n/a,Archer Mayor,31,Book,18547,7/2/2013,2,Rejected All,,21976,10,encouraging or instructing on the commision of criminal activity
9729,Sadie,0,n/a,Jane Elliott,31,Book,18548,7/2/2013,2,Rejected All,,21984,11,containing sexually explicit material
9730,The Ages of Lulu,0,n/a,Almudena Grandes,31,Book,18549,7/2/2013,2,Rejected All,,21985,11,containing sexually explicit material
8132,Witches&#39; Craft,0,n/a,Bruce K. Wilborn,31,Book,16499,7/2/2013,2,Rejected All,,22026,8,containing writings in code
9736,&quot;Unraveling Charlie&quot;,0,n/a,Donald Mclean,31,Book,18559,7/2/2013,2,Rejected All,,22041,11,containing sexually explicit material
9737,Pride &amp; Prejudice; Hidden Lusts,0,n/a,Mitzi Szereto,31,Book,18560,7/16/2013,2,Rejected All,,22044,11,containing sexually explicit material
9739,Spells &amp; Magic - The Little Giant Encyclopedia,0,n/a,The Dragon Group,31,Book,18562,7/16/2013,2,Rejected All,,22050,10,encouraging or instructing on the commision of criminal activity
9743,C is for Coeds,0,n/a,Alison Tyler,31,Book,18566,7/16/2013,2,Rejected All,,22056,11,containing sexually explicit material
9746,The SS:  Hitler&#39;s Instrument of Terror,0,n/a,Gordon Williamson,31,Book,18569,7/16/2013,2,Rejected All,,22062,9,describing or encouraging physical violence or group disruption
5409,Interpretations of the Meaning of the Noble Quran,0,n/a,Muhammed Tagi-ud-Din Al-Hilali,31,Book,13114,7/16/2013,2,Rejected All,,22069,10,encouraging or instructing on the commision of criminal activity
9749,The Game Can Never Love You Back,0,n/a,,31,Book,18572,7/16/2013,2,Rejected All,,22079,10,encouraging or instructing on the commision of criminal activity
9753,Mercy Sparx,0,n/a,Devil&#39;s Due,31,Book,18575,7/16/2013,2,Rejected All,,22087,11,containing sexually explicit material
9796,Capital Punishment,0,n/a,Billy Wayne Sinclair,31,Book,18630,8/6/2013,2,Rejected All,,22299,11,containing sexually explicit material
9642,Dirty Spanish Workbook,0,n/a,Ulysses Press,31,Book,18442,8/6/2013,2,Rejected All,,22303,11,containing sexually explicit material
9802,Kings of Vice,0,n/a,Ice-T &amp; Mal Radcliff,31,Book,18636,8/6/2013,2,Rejected All,,22306,10,encouraging or instructing on the commision of criminal activity
9806,"Too Cruel, Not Usual Enough",0,n/a,Louis Rodriguez,31,Book,18639,8/6/2013,2,Rejected All,,22311,9,describing or encouraging physical violence or group disruption
9813,Smoke Signals,0,n/a,Martin Lee,31,Book,18646,8/6/2013,2,Rejected All,,22326,10,encouraging or instructing on the commision of criminal activity
9816,"Sex, Drugs, Ratt &amp; Roll",0,n/a,Stephen Pearcy,31,Book,18649,8/6/2013,2,Rejected All,,22329,10,encouraging or instructing on the commision of criminal activity
9822,Next Level Graffiti Techniques,0,n/a,Scape Martinez,31,Book,18654,8/6/2013,2,Rejected All,,22335,10,encouraging or instructing on the commision of criminal activity
9827,Hate List 2,0,n/a,Reign,31,Book,18659,8/6/2013,2,Rejected All,,22347,11,containing sexually explicit material
9842,Outlaw Tales of Colorado,0,n/a,Jan Murphy,31,Book,18674,8/6/2013,2,Rejected All,,22373,10,encouraging or instructing on the commision of criminal activity
9843,The Profiler,0,n/a,Pat Brown,31,Book,18675,8/6/2013,2,Rejected All,,22374,10,encouraging or instructing on the commision of criminal activity
9854,And Then She Killed Me,0,n/a,Robert Scott,31,Book,18684,8/6/2013,2,Rejected All,,22404,10,encouraging or instructing on the commision of criminal activity
9855,Lust to Kill,0,n/a,Robert Scott,31,Book,18685,8/6/2013,2,Rejected All,,22405,11,containing sexually explicit material
9856,The Last Time We Saw Her,0,n/a,Robert Scott,31,Book,18686,8/6/2013,2,Rejected All,,22406,11,containing sexually explicit material
9857,Kill or Be Killed,0,n/a,Robert Scott,31,Book,18687,8/6/2013,2,Rejected All,,22407,10,encouraging or instructing on the commision of criminal activity
9861,Bishop,0,n/a,RM Johnson,31,Book,18691,8/20/2013,2,Rejected All,,22438,10,encouraging or instructing on the commision of criminal activity
9867,Busy Bodies,0,n/a,Zane,31,Book,18697,8/20/2013,2,Rejected All,,22456,11,containing sexually explicit material
9872,Johnny the Homicidal Maniac Directors Cut,0,n/a,,31,Book,18702,8/20/2013,2,Rejected All,,22461,10,encouraging or instructing on the commision of criminal activity
9880,Revelations of the Nuwaupians,0,n/a,Paa Munzal Nazdar,31,Book,18710,8/20/2013,2,Rejected All,,22490,9,describing or encouraging physical violence or group disruption
9882,Book of the Vampire,0,n/a,Nigel Suckling,31,Book,18712,8/20/2013,2,Rejected All,,22492,11,containing sexually explicit material
9883,The Girl From the Cave,0,n/a,Mark Lawrence,31,Book,18713,8/20/2013,2,Rejected All,,22493,11,containing sexually explicit material
9893,The Tarot Handbook,0,n/a,Angeles Arrien,31,Book,18722,8/20/2013,2,Rejected All,,22506,10,encouraging or instructing on the commision of criminal activity
9907,Diary of a Sex Friend:  Girl with a One Track Mind,0,n/a,Abby Lee,31,Book,18746,8/20/2013,2,Rejected All,,22604,11,containing sexually explicit material
9862,The Complete Guide to Finishing Basements,0,n/a,Black &amp;,31,Book,18692,8/20/2013,2,Rejected All,,22621,12,safety and security reasons
9833,Hellblazer:  Original Sins,0,n/a,John Constantine,31,Book,18665,8/20/2013,2,Rejected All,,22635,10,encouraging or instructing on the commision of criminal activity
4545,Big Book of Sex Quotes ,0,n/a,Cassell,31,Book,11894,9/3/2013,2,Rejected All,,22715,11,containing sexually explicit material
9074,Shameless Art ,0,n/a,Underwood Books,31,Book,17715,9/3/2013,2,Rejected All,,22727,11,containing sexually explicit material
9929,Black Out,0,n/a,George Sherman Hudson,31,Book,18765,9/3/2013,2,Rejected All,,22728,10,encouraging or instructing on the commision of criminal activity
9930,City Lights,0,n/a,George Sherman Hudson,31,Book,18766,9/3/2013,2,Rejected All,,22730,10,encouraging or instructing on the commision of criminal activity
9931,Lights Out,0,n/a,George Sherman Hudson,31,Book,18767,9/3/2013,2,Rejected All,,22731,10,encouraging or instructing on the commision of criminal activity
9964,Cruel and Unusual,0,n/a,Anne-Marie Cusac,31,Book,18802,9/17/2013,2,Rejected All,,22816,9,describing or encouraging physical violence or group disruption
9968,What&#39;s a Homeowner To Do?,0,n/a,,31,Book,18805,9/17/2013,2,Rejected All,,22823,12,safety and security reasons
9971,Badass,0,n/a,Ben Thompson,31,Book,18808,9/17/2013,2,Rejected All,,22831,9,describing or encouraging physical violence or group disruption
9977,La Brega,0,n/a,Supreme Understanding,31,Book,18818,9/17/2013,2,Rejected All,,22934,10,encouraging or instructing on the commision of criminal activity
9982,48 Hours of Kristallnacht,0,n/a,Mitchell G. Bard,31,Book,18822,9/17/2013,2,Rejected All,,22942,9,describing or encouraging physical violence or group disruption
9992,Eretica,0,n/a,DemetrioPaparoni,31,Book,18832,9/17/2013,2,Rejected All,,22960,11,containing sexually explicit material
10011,The Complete Idiot&#39;s Guide to Psychic Awareness,0,n/a,L. Robinson &amp;L. Carlson,31,Book,18850,9/17/2013,2,Rejected All,,22997,10,encouraging or instructing on the commision of criminal activity
5150,The Secret Art of Pressure Point Fighting,0,n/a,Vince Morris ,31,Book,12810,9/17/2013,2,Rejected All,,23003,10,encouraging or instructing on the commision of criminal activity
10050,Cool Sh*t,0,n/a,Frances Reade,31,Book,18886,9/17/2013,2,Rejected All,,23079,7,describing procedures to brew alcohol or manufacture drugs
10079,How to Draw Superheroes,0,n/a,Andy Fish,31,Book,18897,10/1/2013,2,Rejected All,,23218,10,encouraging or instructing on the commision of criminal activity
10095,You Must Love Me 2: Desha&#39;s Story,0,n/a,Sonya Davis,31,Book,18912,10/1/2013,2,Rejected All,,23233,11,containing sexually explicit material
10096,Subversive Beauty,0,n/a,Rojo,31,Book,18913,10/1/2013,2,Rejected All,,23234,11,containing sexually explicit material
